match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
240,1,Kolkata Knight Riders,Deccan Chargers,1,1,JH Kallis,MS Bisla,DW Steyn,0,0,0,0,0,0,4,0,4,,,
240,1,Kolkata Knight Riders,Deccan Chargers,1,2,JH Kallis,MS Bisla,DW Steyn,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,1,3,JH Kallis,MS Bisla,DW Steyn,0,0,0,0,0,0,4,0,4,,,
240,1,Kolkata Knight Riders,Deccan Chargers,1,4,JH Kallis,MS Bisla,DW Steyn,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,1,5,JH Kallis,MS Bisla,DW Steyn,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,1,6,JH Kallis,MS Bisla,DW Steyn,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,2,1,MS Bisla,JH Kallis,I Sharma,0,0,0,0,0,0,4,0,4,,,
240,1,Kolkata Knight Riders,Deccan Chargers,2,2,MS Bisla,JH Kallis,I Sharma,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,2,3,JH Kallis,MS Bisla,I Sharma,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,2,4,JH Kallis,MS Bisla,I Sharma,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,2,5,JH Kallis,MS Bisla,I Sharma,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,2,6,JH Kallis,MS Bisla,I Sharma,0,0,0,0,0,0,4,0,4,,,
240,1,Kolkata Knight Riders,Deccan Chargers,3,1,MS Bisla,JH Kallis,DW Steyn,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,3,2,MS Bisla,JH Kallis,DW Steyn,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,3,3,MS Bisla,JH Kallis,DW Steyn,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,3,4,JH Kallis,MS Bisla,DW Steyn,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,3,5,MS Bisla,JH Kallis,DW Steyn,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,3,6,MS Bisla,JH Kallis,DW Steyn,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,4,1,JH Kallis,MS Bisla,I Sharma,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,4,2,JH Kallis,MS Bisla,I Sharma,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,4,3,JH Kallis,MS Bisla,I Sharma,0,0,0,0,0,0,4,0,4,,,
240,1,Kolkata Knight Riders,Deccan Chargers,4,4,JH Kallis,MS Bisla,I Sharma,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,4,5,MS Bisla,JH Kallis,I Sharma,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,4,6,JH Kallis,MS Bisla,I Sharma,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,5,1,JH Kallis,MS Bisla,DT Christian,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,5,2,MS Bisla,JH Kallis,DT Christian,0,0,0,0,0,0,4,0,4,,,
240,1,Kolkata Knight Riders,Deccan Chargers,5,3,MS Bisla,JH Kallis,DT Christian,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,5,4,JH Kallis,MS Bisla,DT Christian,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,5,5,MS Bisla,JH Kallis,DT Christian,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,5,6,MS Bisla,JH Kallis,DT Christian,0,0,1,0,0,0,0,1,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,6,1,MS Bisla,JH Kallis,I Sharma,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,6,2,JH Kallis,MS Bisla,I Sharma,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,6,3,MS Bisla,JH Kallis,I Sharma,0,0,0,0,0,0,4,0,4,,,
240,1,Kolkata Knight Riders,Deccan Chargers,6,4,MS Bisla,JH Kallis,I Sharma,0,0,0,1,0,0,0,1,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,6,5,JH Kallis,MS Bisla,I Sharma,0,0,0,0,0,0,4,0,4,,,
240,1,Kolkata Knight Riders,Deccan Chargers,6,6,JH Kallis,MS Bisla,I Sharma,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,7,1,JH Kallis,MS Bisla,A Mishra,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,7,2,MS Bisla,JH Kallis,A Mishra,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,7,3,JH Kallis,MS Bisla,A Mishra,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,7,4,JH Kallis,MS Bisla,A Mishra,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,7,5,MS Bisla,JH Kallis,A Mishra,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,7,6,MS Bisla,JH Kallis,A Mishra,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,8,1,JH Kallis,MS Bisla,PP Ojha,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,8,2,JH Kallis,MS Bisla,PP Ojha,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,8,3,JH Kallis,MS Bisla,PP Ojha,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,8,4,JH Kallis,MS Bisla,PP Ojha,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,8,5,JH Kallis,MS Bisla,PP Ojha,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,8,6,MS Bisla,JH Kallis,PP Ojha,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,9,1,MS Bisla,JH Kallis,A Mishra,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,9,2,MS Bisla,JH Kallis,A Mishra,0,0,0,0,0,0,0,0,0,MS Bisla,lbw,
240,1,Kolkata Knight Riders,Deccan Chargers,9,3,G Gambhir,JH Kallis,A Mishra,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,9,4,JH Kallis,G Gambhir,A Mishra,0,0,0,0,0,0,2,0,2,,,
240,1,Kolkata Knight Riders,Deccan Chargers,9,5,JH Kallis,G Gambhir,A Mishra,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,9,6,JH Kallis,G Gambhir,A Mishra,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,10,1,JH Kallis,G Gambhir,PP Ojha,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,10,2,JH Kallis,G Gambhir,PP Ojha,0,0,4,0,0,0,0,4,4,,,
240,1,Kolkata Knight Riders,Deccan Chargers,10,3,JH Kallis,G Gambhir,PP Ojha,0,0,0,0,0,0,2,0,2,,,
240,1,Kolkata Knight Riders,Deccan Chargers,10,4,JH Kallis,G Gambhir,PP Ojha,0,0,0,0,0,0,4,0,4,,,
240,1,Kolkata Knight Riders,Deccan Chargers,10,5,JH Kallis,G Gambhir,PP Ojha,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,10,6,JH Kallis,G Gambhir,PP Ojha,0,0,0,0,0,0,0,0,0,,,
240,1,Kolkata Knight Riders,Deccan Chargers,11,1,G Gambhir,JH Kallis,DB Ravi Teja,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,11,2,JH Kallis,G Gambhir,DB Ravi Teja,0,0,0,0,0,0,1,0,1,,,
240,1,Kolkata Knight Riders,Deccan Chargers,11,3,G Gambhir,JH Kallis,DB Ravi Teja,0,0,0,0,0,0,4,0,4,,,
240,1,Kolkata Knight Riders,Deccan Chargers,11,4,G Gambhir,JH Kallis,DB Ravi Teja,0,0,0,0,0,0,2,0,2,,,
240,1,Kolkata Knight Riders,Deccan Chargers,11,5,G Gambhir,JH Kallis,DB Ravi Teja,0,0,0,0,0,0,0,0,0,,,
