match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
440,1,Sunrisers Hyderabad,Kings XI Punjab,1,1,PA Patel,S Dhawan,P Kumar,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,1,2,PA Patel,S Dhawan,P Kumar,0,0,0,0,0,0,1,0,1,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,1,3,S Dhawan,PA Patel,P Kumar,0,0,0,0,0,0,1,0,1,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,1,4,PA Patel,S Dhawan,P Kumar,0,0,0,0,0,0,1,0,1,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,1,5,S Dhawan,PA Patel,P Kumar,0,0,0,0,0,0,1,0,1,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,1,6,PA Patel,S Dhawan,P Kumar,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,2,1,S Dhawan,PA Patel,P Awana,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,2,2,S Dhawan,PA Patel,P Awana,0,0,0,0,0,0,4,0,4,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,2,3,S Dhawan,PA Patel,P Awana,0,0,0,0,0,0,1,0,1,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,2,4,PA Patel,S Dhawan,P Awana,0,0,0,0,0,0,6,0,6,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,2,5,PA Patel,S Dhawan,P Awana,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,2,6,PA Patel,S Dhawan,P Awana,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,3,1,S Dhawan,PA Patel,P Kumar,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,3,2,S Dhawan,PA Patel,P Kumar,0,0,0,0,0,0,2,0,2,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,3,3,S Dhawan,PA Patel,P Kumar,0,1,0,0,0,0,0,1,1,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,3,4,S Dhawan,PA Patel,P Kumar,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,3,5,S Dhawan,PA Patel,P Kumar,0,0,0,0,0,0,4,0,4,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,3,6,S Dhawan,PA Patel,P Kumar,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,3,7,S Dhawan,PA Patel,P Kumar,0,0,0,0,0,0,1,0,1,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,4,1,S Dhawan,PA Patel,P Awana,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,4,2,S Dhawan,PA Patel,P Awana,0,0,0,0,0,0,1,0,1,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,4,3,PA Patel,S Dhawan,P Awana,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,4,4,PA Patel,S Dhawan,P Awana,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,4,5,PA Patel,S Dhawan,P Awana,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,4,6,PA Patel,S Dhawan,P Awana,0,0,0,0,0,0,4,0,4,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,5,1,S Dhawan,PA Patel,Harmeet Singh,0,0,0,0,0,0,0,0,0,S Dhawan,caught and bowled,
440,1,Sunrisers Hyderabad,Kings XI Punjab,5,2,GH Vihari,PA Patel,Harmeet Singh,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,5,3,GH Vihari,PA Patel,Harmeet Singh,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,5,4,GH Vihari,PA Patel,Harmeet Singh,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,5,5,GH Vihari,PA Patel,Harmeet Singh,0,0,0,0,0,0,1,0,1,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,5,6,PA Patel,GH Vihari,Harmeet Singh,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,6,1,GH Vihari,PA Patel,Sandeep Sharma,0,0,0,0,0,0,4,0,4,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,6,2,GH Vihari,PA Patel,Sandeep Sharma,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,6,3,GH Vihari,PA Patel,Sandeep Sharma,0,0,0,0,0,0,0,0,0,GH Vihari,caught,DA Miller
440,1,Sunrisers Hyderabad,Kings XI Punjab,6,4,CL White,PA Patel,Sandeep Sharma,0,0,0,0,0,0,4,0,4,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,6,5,CL White,PA Patel,Sandeep Sharma,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,6,6,CL White,PA Patel,Sandeep Sharma,0,0,0,0,0,0,0,0,0,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,7,1,PA Patel,CL White,Harmeet Singh,0,0,0,0,0,0,1,0,1,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,7,2,CL White,PA Patel,Harmeet Singh,0,0,0,0,0,0,1,0,1,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,7,3,PA Patel,CL White,Harmeet Singh,0,0,0,0,0,0,4,0,4,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,7,4,PA Patel,CL White,Harmeet Singh,0,0,0,0,0,0,1,0,1,,,
440,1,Sunrisers Hyderabad,Kings XI Punjab,7,5,CL White,PA Patel,Harmeet Singh,0,0,0,0,0,0,4,0,4,,,
